sample_id,image_path,source_dataset,beam_image_type_proxy,beam_quality_label,alignment_state_label,severity_label,giga_rank_proxy,center_status,size_status,symmetry_status,uniformity_status,contm_proxy_status,notes
sample_0333,images/beamage_Friday_February_28_2025_11_48_51.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0334,images/beamage_Friday_February_28_2025_11_50_52.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0335,images/beamage_Friday_February_28_2025_11_52_52.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0336,images/beamage_Friday_February_28_2025_11_54_52.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0337,images/beamage_Friday_February_28_2025_11_56_53.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0338,images/beamage_Friday_February_28_2025_11_58_53.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0339,images/beamage_Friday_February_28_2025_13_25_46.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0340,images/beamage_Friday_February_28_2025_13_27_46.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0341,images/beamage_Friday_February_28_2025_13_48_08.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0342,images/beamage_Friday_February_28_2025_13_50_09.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0343,images/beamage_Friday_February_28_2025_13_52_09.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0344,images/beamage_Friday_February_28_2025_14_10_31.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0345,images/beamage_Friday_February_28_2025_14_12_31.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0346,images/beamage_Friday_February_28_2025_16_14_07.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0347,images/beamage_Friday_February_28_2025_16_16_07.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0348,images/beamage_Friday_February_28_2025_16_18_07.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0349,images/beamage_Friday_February_28_2025_16_20_08.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0350,images/beamage_Friday_February_28_2025_16_22_08.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0351,images/beamage_Friday_February_28_2025_16_24_08.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0352,images/beamage_Friday_February_28_2025_16_26_09.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0353,images/beamage_Friday_February_28_2025_16_28_09.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0354,images/beamage_Friday_February_28_2025_16_30_09.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0355,images/beamage_Friday_February_28_2025_16_38_29.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0356,images/beamage_Friday_February_28_2025_16_40_30.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0357,images/beamage_Friday_February_28_2025_16_42_30.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0358,images/beamage_Friday_February_28_2025_16_44_30.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0359,images/beamage_Friday_February_28_2025_16_46_31.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0360,images/beamage_Friday_February_28_2025_16_48_31.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0361,images/beamage_Friday_February_28_2025_16_50_31.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0362,images/beamage_Friday_February_28_2025_16_58_52.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0363,images/beamage_Friday_February_28_2025_17_00_52.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0364,images/beamage_Friday_February_28_2025_17_02_53.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0365,images/beamage_Friday_February_28_2025_17_04_53.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0366,images/beamage_Friday_February_28_2025_17_06_54.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0367,images/beamage_Friday_February_28_2025_17_08_54.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0368,images/beamage_Friday_February_28_2025_17_10_54.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0369,images/beamage_Friday_February_28_2025_17_12_55.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0370,images/beamage_Friday_February_28_2025_17_14_55.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0371,images/beamage_Friday_February_28_2025_17_21_16.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0372,images/beamage_Friday_February_28_2025_17_23_16.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0373,images/beamage_Friday_February_28_2025_17_25_16.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0374,images/beamage_Friday_February_28_2025_17_27_17.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0375,images/beamage_Friday_February_28_2025_17_29_17.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0376,images/beamage_Friday_February_28_2025_17_31_17.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0377,images/beamage_Friday_February_28_2025_17_33_18.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0378,images/beamage_Friday_February_28_2025_17_35_18.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0379,images/beamage_Friday_February_28_2025_17_37_18.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0380,images/beamage_Friday_February_28_2025_17_43_38.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0381,images/beamage_Friday_February_28_2025_17_45_39.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0382,images/beamage_Friday_February_28_2025_17_47_39.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0383,images/beamage_Friday_February_28_2025_17_49_39.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0384,images/beamage_Friday_February_28_2025_17_51_39.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0385,images/beamage_Friday_February_28_2025_17_53_40.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0386,images/beamage_Friday_February_28_2025_17_55_40.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0387,images/beamage_Friday_February_28_2025_17_57_40.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0388,images/beamage_Friday_February_28_2025_18_06_00.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0389,images/beamage_Friday_February_28_2025_18_08_01.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0390,images/beamage_Friday_February_28_2025_18_10_01.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0391,images/beamage_Friday_February_28_2025_18_12_01.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0392,images/beamage_Friday_February_28_2025_18_14_02.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0393,images/beamage_Friday_February_28_2025_18_16_02.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0394,images/beamage_Friday_February_28_2025_18_18_02.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0395,images/beamage_Friday_February_28_2025_18_20_03.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0396,images/beamage_Friday_February_28_2025_18_22_03.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0397,images/beamage_Friday_February_28_2025_18_28_23.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0398,images/beamage_Friday_February_28_2025_18_30_23.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0399,images/beamage_Friday_February_28_2025_18_32_24.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0400,images/beamage_Friday_February_28_2025_18_34_24.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0401,images/beamage_Friday_February_28_2025_18_36_24.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0402,images/beamage_Friday_February_28_2025_18_38_24.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0403,images/beamage_Friday_February_28_2025_18_40_25.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0404,images/beamage_Friday_February_28_2025_18_42_25.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0405,images/beamage_Friday_February_28_2025_18_44_25.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0406,images/beamage_Friday_February_28_2025_18_52_46.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0407,images/beamage_Friday_February_28_2025_18_54_46.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0408,images/beamage_Friday_February_28_2025_18_56_46.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0409,images/beamage_Friday_February_28_2025_18_58_46.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0410,images/beamage_Friday_February_28_2025_19_00_47.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0411,images/beamage_Friday_February_28_2025_19_02_47.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0412,images/beamage_Friday_February_28_2025_19_04_47.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0413,images/beamage_Friday_February_28_2025_19_15_08.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0414,images/beamage_Friday_February_28_2025_19_17_08.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0415,images/beamage_Friday_February_28_2025_19_19_09.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0416,images/beamage_Friday_February_28_2025_19_21_09.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0417,images/beamage_Friday_February_28_2025_19_23_09.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0418,images/beamage_Friday_February_28_2025_19_25_10.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0419,images/beamage_Friday_February_28_2025_19_27_10.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0420,images/beamage_Friday_February_28_2025_19_29_10.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0421,images/beamage_Friday_February_28_2025_19_39_31.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0422,images/beamage_Friday_February_28_2025_19_41_31.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0423,images/beamage_Friday_February_28_2025_19_43_32.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0424,images/beamage_Friday_February_28_2025_19_45_32.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0425,images/beamage_Friday_February_28_2025_19_47_32.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0426,images/beamage_Friday_February_28_2025_19_49_33.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0427,images/beamage_Friday_February_28_2025_20_05_54.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0428,images/beamage_Friday_February_28_2025_20_07_55.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0429,images/beamage_Friday_February_28_2025_20_09_55.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0430,images/beamage_Friday_February_28_2025_20_11_55.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0431,images/beamage_Friday_February_28_2025_20_19_38.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0432,images/beamage_Friday_February_28_2025_20_21_39.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0433,images/beamage_Friday_February_28_2025_20_23_39.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0434,images/beamage_Friday_February_28_2025_20_25_39.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0435,images/beamage_Friday_February_28_2025_20_27_40.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0436,images/beamage_Friday_February_28_2025_20_29_40.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0437,images/beamage_Friday_February_28_2025_20_31_40.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0438,images/beamage_Friday_February_28_2025_20_33_40.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0439,images/beamage_Friday_February_28_2025_20_35_41.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0440,images/beamage_Friday_February_28_2025_20_42_01.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0441,images/beamage_Friday_February_28_2025_20_44_01.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0442,images/beamage_Friday_February_28_2025_20_46_01.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sample_0443,images/beamage_Friday_February_28_2025_20_48_02.png,laser_resonator_subset_v1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
